Số Báo Danh, Họ và Tên, Toán, Ngữ Văn, Vật Lý, Hóa Học, Sinh Học, Lịch Sử, Địa Lý, GDCD, KHTN, KHXH, Ngoại Ngữ, Ghi Chú, Tỉnh
BD1214073,,5.8,6.25,,,,5.5,7.25,8.75,,,3.4,N1,BinhDinh
BD1214074,,8.2,6.75,8.75,6.5,5.75,,,,,,6.4,N1,BinhDinh
BD1214075,,7.4,6.5,6.75,6.5,6.0,,,,,,7.2,N1,BinhDinh
BD1214076,,7.8,8.0,5.75,7.0,5.0,,,,,,8.0,N1,BinhDinh
BD1214077,,4.8,5.75,3.0,4.0,5.0,3.0,4.75,7.0,,,2.0,N1,BinhDinh
BD1214078,,5.4,6.5,,,,8.0,8.75,8.5,,,3.6,N1,BinhDinh
BD1214079,,6.6,7.0,,,,7.0,8.0,7.75,,,7.0,N1,BinhDinh
BD1214080,,8.2,6.25,6.0,4.25,4.75,,,,,,6.6,N1,BinhDinh
BD1214081,,7.4,6.0,7.5,5.5,5.0,,,,,,5.8,N1,BinhDinh
BD1214082,,4.2,5.75,,,,3.25,5.0,7.5,,,3.2,N1,BinhDinh
BD1214083,,2.8,2.5,,,,2.0,2.75,4.25,,,3.6,N1,BinhDinh
BD1214084,,7.0,5.0,6.75,4.75,4.75,,,,,,8.4,N1,BinhDinh
BD1214085,,3.4,4.0,,,,3.25,4.75,4.0,,,2.4,N1,BinhDinh
BD1214086,,5.8,6.0,,,,4.5,6.25,6.75,,,5.6,N1,BinhDinh
BD1214087,,4.8,5.75,4.5,3.5,4.5,6.25,6.0,8.5,,,6.0,N1,BinhDinh
BD1214088,,8.2,7.5,6.75,5.5,5.0,,,,,,8.4,N1,BinhDinh
BD1214089,,7.2,6.0,,,,6.25,6.75,8.25,,,4.8,N1,BinhDinh
BD1214090,,5.2,7.25,,,,4.75,7.0,9.25,,,6.8,N1,BinhDinh
BD1214091,,5.2,5.75,4.5,4.0,4.25,4.75,6.5,7.75,,,3.8,N1,BinhDinh
BD1214092,,3.8,7.0,,,,4.0,5.25,8.0,,,3.6,N1,BinhDinh
BD1214093,,3.2,2.0,,,,3.25,5.0,6.75,,,3.6,N1,BinhDinh
BD1214094,,7.0,5.25,5.75,4.5,5.25,,,,,,3.2,N1,BinhDinh
BD1214095,,6.4,5.75,,,,5.0,7.0,9.0,,,4.2,N1,BinhDinh
BD1214096,,5.6,,3.75,,,,,,,,5.6,N1,BinhDinh
BD1214097,,7.2,5.0,6.5,6.5,5.0,,,,,,4.2,N1,BinhDinh
BD1214098,,6.0,6.5,6.75,5.0,4.5,,,,,,4.6,N1,BinhDinh
BD1214099,,4.4,2.75,3.0,2.0,3.75,2.75,5.75,6.75,,,3.0,N1,BinhDinh
BD1214100,,4.4,4.5,,,,2.75,5.75,6.25,,,4.0,N1,BinhDinh
BD1214101,,,7.0,,,,4.75,6.5,,,,,,BinhDinh
BD1214102,,6.0,5.75,,,,6.75,7.25,8.75,,,6.0,N1,BinhDinh
BD1214103,,5.4,3.75,,,,3.5,5.75,5.0,,,2.2,N1,BinhDinh
BD1214104,,4.0,4.25,,,,4.5,5.25,5.75,,,3.0,N1,BinhDinh
BD1214105,,7.4,6.75,6.5,7.5,7.0,,,,,,8.8,N1,BinhDinh
BD1214106,,2.8,4.5,,,,5.25,4.75,7.0,,,1.8,N1,BinhDinh
BD1214107,,8.0,5.5,8.5,4.75,5.25,,,,,,9.2,N1,BinhDinh
BD1214108,,4.6,4.5,,,,2.5,5.75,7.25,,,1.8,N1,BinhDinh
BD1214109,,7.6,3.25,7.0,7.25,4.25,,,,,,8.6,N1,BinhDinh
BD1214110,,6.4,5.25,5.0,4.5,6.25,,,,,,5.0,N1,BinhDinh
BD1214111,,7.6,6.25,,,,6.25,7.5,9.25,,,7.2,N1,BinhDinh
BD1214112,,5.0,4.25,,,,3.5,5.5,7.75,,,3.2,N1,BinhDinh
BD1214113,,3.2,5.0,,,,3.0,6.0,7.75,,,2.4,N1,BinhDinh
BD1214114,,7.0,5.75,6.75,4.25,4.25,,,,,,2.6,N1,BinhDinh
BD1214115,,7.4,5.5,,,,4.5,7.0,8.0,,,5.2,N1,BinhDinh
BD1214116,,5.6,5.75,4.5,5.0,4.75,,,,,,5.4,N1,BinhDinh
BD1214117,,7.8,6.25,7.25,7.5,7.0,,,,,,5.4,N1,BinhDinh
BD1214118,,2.2,3.0,,,,3.25,3.25,6.75,,,2.8,N1,BinhDinh
BD1214119,,3.2,4.25,,,,2.0,5.25,5.25,,,2.2,N1,BinhDinh
BD1214120,,7.0,5.75,5.5,3.0,3.25,,,,,,5.4,N1,BinhDinh
BD1214121,,5.6,5.25,,,,2.5,4.75,7.0,,,3.8,N1,BinhDinh
BD1214122,,8.2,6.5,,,,5.5,6.25,9.0,,,3.0,N1,BinhDinh
BD1214123,,8.4,6.5,8.0,8.25,5.75,,,,,,8.4,N1,BinhDinh
BD1214124,,4.0,4.0,,,,3.25,6.0,6.5,,,3.0,N1,BinhDinh
BD1214125,,5.6,6.5,,,,4.5,7.5,6.0,,,3.4,N1,BinhDinh
BD1214126,,4.4,2.75,2.25,2.25,3.5,,,,,,2.6,N1,BinhDinh
BD1214127,,5.0,5.75,,,,3.75,6.0,8.25,,,3.8,N1,BinhDinh
BD1214128,,2.8,4.25,,,,3.5,6.25,6.0,,,2.8,N1,BinhDinh
BD1214129,,7.2,6.0,,,,4.25,6.5,8.75,,,4.2,N1,BinhDinh
BD1214130,,4.6,5.25,,,,3.0,4.75,6.75,,,4.2,N1,BinhDinh
BD1214131,,4.8,5.25,,,,2.75,5.25,7.5,,,2.8,N1,BinhDinh
BD1214132,,6.2,4.0,6.75,5.75,5.75,,,,,,6.4,N1,BinhDinh
BD1214133,,5.4,5.0,,,,3.75,4.25,6.5,,,3.2,N1,BinhDinh
BD1214134,,3.8,4.0,,,,2.5,4.0,7.0,,,2.4,N1,BinhDinh
BD1214135,,6.0,6.25,5.5,4.75,3.5,2.75,5.5,7.0,,,5.0,N1,BinhDinh
BD1214136,,5.4,5.75,,,,5.0,5.25,7.0,,,4.6,N1,BinhDinh
BD1214137,,5.2,5.25,5.75,3.5,5.5,,,,,,4.6,N1,BinhDinh
BD1214138,,5.8,4.5,3.5,3.75,2.75,4.0,5.25,9.25,,,3.0,N1,BinhDinh
BD1214139,,5.4,6.0,,,,5.5,7.0,8.75,,,3.4,N1,BinhDinh
BD1214140,,2.0,5.5,,,,1.0,6.0,7.75,,,3.2,N1,BinhDinh
BD1214141,,7.2,7.25,4.75,2.25,5.0,,,,,,4.6,N1,BinhDinh
BD1214142,,3.8,4.75,,,,4.25,5.75,,,,,,BinhDinh
BD1214143,,3.0,4.5,2.75,2.5,3.0,2.5,5.0,6.5,,,1.4,N1,BinhDinh
BD1214144,,3.4,4.5,,,,3.25,5.75,8.0,,,2.6,N1,BinhDinh
BD1214145,,7.4,7.0,4.75,6.25,4.75,,,,,,4.4,N1,BinhDinh
BD1214146,,4.2,3.75,,,,3.5,5.25,8.25,,,2.6,N1,BinhDinh
BD1214147,,7.4,8.0,5.75,6.75,5.0,,,,,,9.0,N1,BinhDinh
BD1214148,,2.8,3.0,,,,4.5,6.25,7.25,,,2.8,N1,BinhDinh
BD1214149,,6.6,5.0,,,,4.5,6.75,8.25,,,3.0,N1,BinhDinh
BD1214150,,4.2,5.0,,,,4.0,4.25,8.25,,,2.0,N1,BinhDinh
BD1214151,,4.6,3.5,,,,3.0,4.75,7.0,,,3.0,N1,BinhDinh
BD1214152,,8.0,5.0,6.25,5.75,5.25,,,,,,2.4,N1,BinhDinh
BD1214153,,6.2,5.5,5.25,4.25,3.75,,,,,,8.2,N1,BinhDinh
BD1214154,,8.0,5.25,6.25,7.0,5.5,5.0,6.5,6.75,,,4.6,N1,BinhDinh
BD1214155,,6.8,4.75,5.5,7.5,4.25,,,,,,4.0,N1,BinhDinh
BD1214156,,5.8,4.0,,,,4.75,6.75,7.25,,,3.2,N1,BinhDinh
BD1214157,,4.6,4.0,3.25,3.0,3.25,3.0,5.5,7.5,,,2.6,N1,BinhDinh
BD1214158,,7.2,6.75,,,,4.25,7.25,6.75,,,5.8,N1,BinhDinh
BD1214159,,3.8,5.5,2.5,3.25,3.25,5.0,3.5,6.5,,,3.2,N1,BinhDinh
BD1214160,,7.2,6.0,3.25,6.25,5.0,3.0,3.75,6.25,,,3.6,N1,BinhDinh
BD1214161,,6.8,4.5,5.25,4.25,3.25,2.5,3.75,5.0,,,2.6,N1,BinhDinh
BD1214162,,4.2,5.5,,,,4.5,7.5,8.25,,,4.8,N1,BinhDinh
BD1214163,,7.0,5.0,,,,3.75,6.5,8.25,,,6.0,N1,BinhDinh
BD1214164,,7.0,5.0,6.5,7.0,4.0,,,,,,4.6,N1,BinhDinh
BD1214165,,7.8,6.0,6.75,6.25,4.25,,,,,,6.4,N1,BinhDinh
BD1214166,,6.6,6.5,6.75,5.75,4.75,7.25,7.5,8.75,,,8.0,N1,BinhDinh
BD1214167,,8.0,6.0,5.25,7.25,6.5,,,,,,5.8,N1,BinhDinh
BD1214168,,7.6,8.0,8.0,6.75,5.75,,,,,,5.6,N1,BinhDinh
BD1214169,,6.2,5.5,,,,6.0,7.75,9.0,,,3.4,N1,BinhDinh
BD1214170,,3.4,3.5,2.25,2.0,3.0,4.0,4.0,6.0,,,3.6,N1,BinhDinh
BD1214171,,6.4,6.5,4.0,6.0,4.5,,,,,,1.6,N1,BinhDinh
BD1214172,,5.2,5.0,,,,4.75,5.5,8.75,,,5.2,N1,BinhDinh
BD1214173,,6.2,5.75,3.75,5.25,3.75,,,,,,3.6,N1,BinhDinh
BD1214174,,8.0,6.75,6.75,7.5,5.25,,,,,,7.4,N1,BinhDinh
BD1214175,,7.0,7.0,,,,6.25,6.0,8.5,,,6.8,N1,BinhDinh
BD1214176,,3.2,4.0,,,,3.5,3.25,5.0,,,3.0,N1,BinhDinh
BD1214177,,6.6,6.5,,,,5.0,6.25,7.5,,,8.6,N1,BinhDinh
BD1214178,,5.0,6.5,,,,2.75,6.0,7.75,,,3.2,N1,BinhDinh
BD1214179,,6.8,3.5,7.75,4.25,5.0,,,,,,7.8,N1,BinhDinh
BD1214180,,6.4,4.75,2.5,3.0,2.5,,,,,,3.6,N1,BinhDinh
BD1214181,,6.2,5.0,3.0,3.0,5.0,,,,,,4.8,N1,BinhDinh
BD1214182,,7.6,7.25,4.75,6.75,5.75,,,,,,6.8,N1,BinhDinh
BD1214183,,8.0,5.0,5.25,7.75,9.5,,,,,,6.0,N1,BinhDinh
BD1214184,,8.0,7.25,5.5,5.5,3.5,,,,,,5.2,N1,BinhDinh
BD1214185,,4.6,5.5,2.0,3.5,3.75,2.25,5.5,8.75,,,2.0,N1,BinhDinh
BD1214186,,6.2,5.25,,,,2.75,6.25,6.75,,,4.4,N1,BinhDinh
BD1214187,,7.2,6.5,5.75,6.0,4.75,,,,,,6.2,N1,BinhDinh
BD1214188,,5.8,4.0,4.0,3.75,4.25,,,,,,5.2,N1,BinhDinh
BD1214189,,4.6,5.75,,,,3.5,4.5,6.75,,,4.0,N1,BinhDinh
BD1214190,,5.2,5.75,,,,4.5,5.5,6.25,,,3.6,N1,BinhDinh
BD1214191,,3.6,4.5,,,,2.25,5.5,,,,,,BinhDinh
BD1214192,,7.6,3.75,6.5,5.75,4.75,3.25,5.75,4.75,,,3.4,N1,BinhDinh
BD1214193,,6.2,4.25,6.5,5.75,5.0,,,,,,4.6,N1,BinhDinh
BD1214194,,6.8,5.75,6.0,3.75,4.75,4.5,5.0,6.25,,,5.0,N1,BinhDinh
BD1214195,,8.6,6.5,8.5,8.25,5.75,,,,,,6.0,N1,BinhDinh
BD1214196,,3.8,4.5,,,,3.75,6.5,8.5,,,3.6,N1,BinhDinh
BD1214197,,3.6,5.5,3.0,3.75,2.25,4.75,5.25,7.5,,,4.0,N1,BinhDinh
BD1214198,,5.4,3.0,,,,2.75,5.5,5.5,,,3.2,N1,BinhDinh
BD1214199,,7.4,8.0,,,,4.75,6.25,8.5,,,9.0,N1,BinhDinh
BD1214200,,6.6,5.75,,,,4.25,7.0,9.25,,,3.2,N1,BinhDinh
BD1214201,,4.6,6.0,,,,4.25,4.5,7.5,,,3.4,N1,BinhDinh
BD1214202,,6.6,7.0,,,,3.75,5.75,7.0,,,7.6,N1,BinhDinh
BD1214203,,4.2,3.25,,,,3.25,4.75,4.5,,,3.6,N1,BinhDinh
BD1214204,,5.8,5.0,,,,2.5,4.75,8.25,,,4.2,N1,BinhDinh
BD1214205,,8.0,5.0,6.25,4.25,4.25,,,,,,4.0,N1,BinhDinh
BD1214206,,6.0,6.75,5.75,6.5,4.5,,,,,,3.6,N1,BinhDinh
BD1214207,,7.4,5.25,3.0,7.25,5.75,,,,,,4.0,N1,BinhDinh
BD1214208,,6.0,4.5,4.75,4.0,2.75,,,,,,2.8,N1,BinhDinh
BD1214209,,5.4,6.0,4.5,4.5,3.5,3.5,5.25,5.5,,,3.6,N1,BinhDinh
BD1214210,,8.0,3.75,8.0,4.25,4.25,,,,,,8.2,N1,BinhDinh
BD1214211,,5.0,5.75,,,,5.25,6.75,8.25,,,4.6,N1,BinhDinh
BD1214212,,3.8,4.0,4.0,2.5,3.25,2.75,5.5,5.5,,,4.0,N1,BinhDinh
BD1214213,,5.8,4.0,,,,4.75,6.75,6.75,,,2.0,N1,BinhDinh
BD1214214,,3.4,2.25,2.75,1.75,3.5,4.5,5.0,,,,,,BinhDinh
BD1214215,,4.6,5.5,,,,2.5,5.0,7.25,,,5.4,N1,BinhDinh
BD1214216,,6.8,6.5,,,,4.0,4.5,7.25,,,3.8,N1,BinhDinh
BD1214217,,8.6,6.5,6.75,6.0,6.25,,,,,,5.8,N1,BinhDinh
BD1214218,,3.6,4.0,,,,2.75,4.75,5.5,,,3.4,N1,BinhDinh
BD1214219,,5.4,5.0,3.5,3.0,4.0,7.0,6.75,8.5,,,2.8,N1,BinhDinh
BD1214220,,6.4,4.75,,,,5.0,5.25,8.25,,,3.0,N1,BinhDinh
BD1214221,,4.2,6.0,,,,4.5,6.5,8.25,,,5.4,N1,BinhDinh
BD1214222,,7.0,6.5,5.0,5.25,3.5,,,,,,3.0,N1,BinhDinh
BD1214223,,6.0,5.75,,,,4.0,7.0,8.75,,,5.4,N1,BinhDinh
BD1214224,,5.6,5.5,,,,5.0,6.5,9.0,,,3.4,N1,BinhDinh
BD1214225,,3.4,3.75,1.75,2.0,3.5,3.5,4.25,5.75,,,2.2,N1,BinhDinh
BD1214226,,4.4,4.75,,,,3.75,5.0,8.0,,,4.6,N1,BinhDinh
BD1214227,,3.0,3.0,,,,2.75,4.5,5.75,,,2.2,N1,BinhDinh
BD1214228,,5.6,3.25,2.75,4.25,3.75,2.25,4.5,4.25,,,3.2,N1,BinhDinh
BD1214229,,6.6,5.0,,,,3.75,7.0,8.75,,,3.0,N1,BinhDinh
BD1214230,,8.2,5.75,7.25,5.5,5.0,,,,,,6.8,N1,BinhDinh
BD1214231,,6.8,5.75,6.25,5.0,3.0,,,,,,3.8,N1,BinhDinh
BD1214232,,7.2,5.0,6.5,6.75,7.5,,,,,,5.2,N1,BinhDinh
BD1214233,,6.8,,5.5,6.5,5.25,,,,,,5.4,N1,BinhDinh
BD1214234,,5.2,5.75,,,,3.5,6.5,7.75,,,4.2,N1,BinhDinh
BD1214235,,4.2,3.0,,,,2.75,4.75,7.25,,,3.0,N1,BinhDinh
BD1214236,,7.6,6.75,6.25,7.5,7.0,,,,,,8.4,N1,BinhDinh
BD1214237,,8.0,6.0,7.25,6.5,6.0,,,,,,3.2,N1,BinhDinh
BD1214238,,5.8,5.75,,,,6.25,8.5,10.0,,,4.2,N1,BinhDinh
BD1214239,,7.6,6.0,6.0,5.5,3.5,,,,,,7.6,N1,BinhDinh
BD1214240,,9.0,5.25,7.0,3.25,4.75,,,,,,8.4,N1,BinhDinh
BD1214241,,6.4,7.0,,,,7.0,7.0,7.25,,,3.8,N1,BinhDinh
BD1214242,,6.0,6.25,,,,4.75,6.25,7.5,,,5.0,N1,BinhDinh
BD1214243,,6.2,4.5,4.25,4.25,6.0,,,,,,8.0,N1,BinhDinh
BD1214244,,8.4,5.0,6.25,5.75,3.75,,,,,,2.4,N1,BinhDinh
BD1214245,,6.6,6.0,,,,6.75,6.0,8.25,,,5.0,N1,BinhDinh
BD1214246,,7.4,4.75,7.25,7.25,4.5,,,,,,5.2,N1,BinhDinh
BD1214247,,5.8,4.5,2.5,2.25,2.25,3.75,6.5,9.0,,,2.6,N1,BinhDinh
BD1214249,,5.8,4.5,2.75,3.25,3.75,,,,,,3.0,N1,BinhDinh
BD1214250,,7.0,6.5,5.0,6.5,5.25,,,,,,8.2,N1,BinhDinh
BD1214251,,5.0,5.5,,,,4.75,5.25,7.5,,,3.0,N1,BinhDinh
BD1214252,,6.8,5.0,,,,3.5,6.25,7.25,,,5.2,N1,BinhDinh
BD1214253,,5.8,5.75,4.75,3.75,5.25,5.0,7.25,8.25,,,4.6,N1,BinhDinh
BD1214254,,6.0,6.75,,,,4.25,6.5,9.5,,,4.2,N1,BinhDinh
BD1214255,,5.2,7.0,,,,3.25,8.25,9.0,,,5.4,N1,BinhDinh
BD1214256,,6.8,5.75,6.25,5.75,5.5,,,,,,4.6,N1,BinhDinh
BD1214257,,5.8,5.75,,,,3.5,4.75,8.25,,,2.6,N1,BinhDinh
BD1214258,,7.4,5.25,6.75,5.5,4.25,4.0,7.75,6.75,,,5.0,N1,BinhDinh
BD1214259,,6.4,5.25,5.5,5.5,6.75,,,,,,5.8,N1,BinhDinh
BD1214260,,8.8,5.5,7.25,6.75,5.5,,,,,,7.0,N1,BinhDinh
BD1214261,,3.8,3.75,,,,4.25,5.75,5.75,,,7.4,N1,BinhDinh
BD1214262,,5.6,5.0,,,,4.5,5.75,7.75,,,1.6,N1,BinhDinh
BD1214263,,7.4,5.0,3.5,6.5,7.0,,,,,,4.8,N1,BinhDinh
BD1214264,,6.4,7.0,,,,3.5,4.75,6.75,,,5.6,N1,BinhDinh
BD1214265,,4.4,5.25,,,,4.25,4.25,8.25,,,6.2,N1,BinhDinh
BD1214266,,7.2,6.25,7.25,6.0,5.0,,,,,,4.2,N1,BinhDinh
BD1214267,,8.0,6.75,7.25,6.5,4.5,,,,,,5.8,N1,BinhDinh
BD1214268,,2.6,5.25,,,,2.5,5.0,7.5,,,2.8,N1,BinhDinh
BD1214269,,7.2,6.0,,,,2.75,7.5,8.75,,,3.6,N1,BinhDinh
BD1214270,,3.6,5.75,,,,3.75,6.25,6.75,,,3.8,N1,BinhDinh
BD1214271,,5.0,5.5,4.25,3.5,4.5,,,,,,4.0,N1,BinhDinh
BD1214272,,5.6,6.0,,,,6.0,6.75,6.5,,,3.0,N1,BinhDinh
BD1214273,,7.8,6.0,6.0,6.0,6.5,,,,,,6.2,N1,BinhDinh
BD1214274,,4.8,4.25,,,,5.5,7.0,9.0,,,2.8,N1,BinhDinh
BD1214275,,7.2,5.5,5.5,5.25,5.0,,,,,,3.8,N1,BinhDinh
BD1214276,,7.6,5.5,6.75,6.0,6.25,,,,,,5.0,N1,BinhDinh
BD1214277,,4.0,3.5,,,,5.25,5.75,8.25,,,2.6,N1,BinhDinh
BD1214278,,5.0,6.25,3.75,3.5,6.5,,,,,,4.4,N1,BinhDinh
BD1214279,,5.2,5.25,2.75,2.75,1.5,4.25,5.5,8.0,,,3.4,N1,BinhDinh
BD1214280,,4.4,4.25,6.0,4.75,4.25,,,,,,2.4,N1,BinhDinh
BD1214281,,4.8,5.0,,,,5.0,5.5,8.0,,,3.8,N1,BinhDinh
BD1214282,,7.0,6.0,,,,5.25,6.25,8.75,,,5.6,N1,BinhDinh
BD1214283,,4.8,4.0,3.25,1.75,4.25,3.25,6.25,8.75,,,2.2,N1,BinhDinh
BD1214284,,7.0,5.75,7.25,6.25,5.25,,,,,,5.2,N1,BinhDinh
BD1214285,,4.6,5.0,,,,4.25,6.5,8.5,,,3.4,N1,BinhDinh
BD1214286,,5.8,5.75,,,,4.0,5.5,6.5,,,4.0,N1,BinhDinh
BD1214287,,4.4,5.25,,,,3.0,5.5,7.0,,,3.4,N1,BinhDinh
BD1214288,,7.0,4.0,6.25,5.5,4.25,,,,,,5.2,N1,BinhDinh
BD1214289,,3.8,4.75,,,,4.5,6.25,6.0,,,3.6,N1,BinhDinh
BD1214290,,6.4,4.5,,,,3.75,7.25,8.5,,,3.8,N1,BinhDinh
BD1214291,,4.2,3.0,,,,5.75,7.0,6.25,,,3.4,N1,BinhDinh
BD1214292,,4.0,5.5,3.5,3.0,4.0,2.5,6.75,8.25,,,2.6,N1,BinhDinh
BD1214293,,6.0,7.0,,,,3.75,8.25,7.5,,,7.6,N1,BinhDinh
BD1214294,,6.4,6.0,,,,5.25,6.0,8.0,,,5.2,N1,BinhDinh
BD1214295,,6.2,5.25,5.5,4.5,4.75,,,,,,3.8,N1,BinhDinh
BD1214296,,7.6,5.25,6.75,6.0,5.0,,,,,,5.0,N1,BinhDinh
BD1214297,,7.8,7.0,5.75,6.75,6.5,,,,,,4.8,N1,BinhDinh
BD1214298,,5.4,5.0,4.25,3.75,4.75,,,,,,5.8,N1,BinhDinh
BD1214299,,3.6,4.75,2.25,2.25,2.25,3.25,4.5,7.25,,,4.0,N1,BinhDinh
BD1214300,,7.0,6.0,,,,4.5,6.25,7.0,,,5.6,N1,BinhDinh
BD1214301,,7.0,4.75,,,,5.5,7.5,9.25,,,5.4,N1,BinhDinh
BD1214302,,7.2,7.75,,,,7.5,8.0,9.5,,,7.2,N1,BinhDinh
BD1214303,,4.6,4.75,,,,4.5,5.25,6.75,,,4.4,N1,BinhDinh
BD1214304,,5.8,5.75,5.0,3.75,6.25,,,,,,3.8,N1,BinhDinh
BD1214305,,8.4,7.5,7.75,7.25,6.5,,,,,,5.0,N1,BinhDinh
BD1214306,,7.6,4.5,5.75,4.25,2.5,,,,,,2.6,N1,BinhDinh
BD1214307,,7.2,7.0,7.75,6.75,5.25,,,,,,5.2,N1,BinhDinh
BD1214308,,6.8,7.0,,,,6.0,7.5,8.5,,,4.8,N1,BinhDinh
BD1214309,,5.2,3.75,,,,4.25,6.25,8.5,,,3.4,N1,BinhDinh
BD1214310,,5.8,6.5,5.25,4.0,4.5,,,,,,4.4,N1,BinhDinh
BD1214311,,7.2,6.75,,,,7.75,8.75,8.0,,,5.4,N1,BinhDinh
BD1214312,,3.8,5.25,4.75,3.0,4.25,,,,,,3.6,N1,BinhDinh
BD1214313,,3.2,4.25,3.0,2.25,3.0,2.0,2.25,5.75,,,3.8,N1,BinhDinh
BD1214314,,5.8,4.75,2.0,3.25,1.75,4.25,7.0,8.75,,,3.8,N1,BinhDinh
BD1214315,,7.2,6.0,7.0,3.5,4.5,,,,,,3.2,N1,BinhDinh
BD1214316,,4.0,4.75,,,,3.0,4.75,5.5,,,3.6,N1,BinhDinh
BD1214317,,3.6,4.5,,,,3.25,5.0,6.0,,,2.4,N1,BinhDinh
BD1214318,,8.0,7.5,7.75,5.25,3.75,,,,,,5.2,N1,BinhDinh
BD1214319,,6.6,5.75,,,,6.0,5.75,8.75,,,4.4,N1,BinhDinh
BD1214320,,7.0,5.25,,,,4.75,5.5,7.75,,,4.0,N1,BinhDinh
BD1214321,,6.8,5.25,,,,5.25,6.25,8.25,,,3.8,N1,BinhDinh
BD1214322,,7.8,5.25,4.0,5.5,3.75,,,,,,4.8,N1,BinhDinh
BD1214323,,7.6,5.5,6.0,8.0,7.25,,,,,,7.8,N1,BinhDinh
BD1214324,,4.6,4.0,,,,4.25,6.25,8.75,,,3.6,N1,BinhDinh
BD1214325,,6.8,7.0,,,,4.5,6.25,8.25,,,3.8,N1,BinhDinh
BD1214326,,2.8,3.25,,,,2.75,5.0,4.0,,,3.6,N1,BinhDinh
BD1214327,,8.0,6.0,5.25,6.75,7.0,,,,,,5.8,N1,BinhDinh
BD1214328,,4.4,5.25,,,,4.5,5.25,6.5,,,2.4,N1,BinhDinh
BD1214329,,6.2,6.5,,,,6.75,7.25,9.25,,,8.0,N1,BinhDinh
BD1214330,,5.2,4.5,,,,4.75,8.25,8.25,,,3.6,N1,BinhDinh
BD1214331,,4.0,3.75,,,,3.5,5.0,6.0,,,2.6,N1,BinhDinh
BD1214332,,7.8,5.5,4.5,3.75,5.0,3.0,5.5,7.25,,,3.6,N1,BinhDinh
BD1214333,,4.4,5.75,2.5,3.25,3.25,5.5,6.25,7.75,,,5.2,N1,BinhDinh
BD1214334,,5.0,6.0,,,,3.5,4.5,6.5,,,3.0,N1,BinhDinh
BD1214335,,4.0,3.25,,,,2.5,3.25,,,,,,BinhDinh
BD1214336,,5.8,5.5,,,,3.25,4.5,6.75,,,4.0,N1,BinhDinh
BD1214337,,6.8,6.25,,,,4.75,6.5,6.5,,,7.6,N1,BinhDinh
BD1214338,,7.8,6.25,4.0,8.0,7.75,,,,,,6.2,N1,BinhDinh
BD1214339,,7.6,6.0,6.75,5.5,4.75,,,,,,6.2,N1,BinhDinh
BD1214340,,8.6,6.0,8.25,5.25,4.5,,,,,,9.0,N1,BinhDinh
BD1214341,,6.2,4.0,3.0,4.0,4.0,5.0,5.25,7.5,,,2.6,N1,BinhDinh
BD1214342,,4.4,4.5,4.75,3.75,4.5,,,,,,3.6,N1,BinhDinh
BD1214343,,6.6,6.25,,,,4.0,6.25,7.25,,,5.2,N1,BinhDinh
BD1214344,,8.0,7.25,7.5,5.25,4.5,,,,,,7.8,N1,BinhDinh
BD1214345,,7.2,6.5,6.5,5.75,5.75,,,,,,5.4,N1,BinhDinh
BD1214346,,6.6,2.0,6.75,6.75,6.75,,,,,,5.0,N1,BinhDinh
BD1214347,,6.2,5.0,,,,3.75,6.25,7.25,,,2.2,N1,BinhDinh
BD1214348,,5.0,4.75,2.75,2.75,2.25,3.75,6.0,7.0,,,3.0,N1,BinhDinh
BD1214349,,8.4,6.25,4.75,7.0,5.0,,,,,,6.2,N1,BinhDinh
BD1214350,,6.4,3.75,2.75,4.5,2.5,,,,,,3.6,N1,BinhDinh
BD1214351,,5.8,3.75,4.25,4.75,4.0,,,,,,4.2,N1,BinhDinh
BD1214352,,5.4,4.25,,,,3.25,5.75,7.25,,,4.0,N1,BinhDinh
BD1214353,,5.6,5.5,3.0,3.0,5.25,3.25,5.75,7.0,,,4.0,N1,BinhDinh
BD1214354,,4.8,6.0,,,,3.0,6.25,8.0,,,2.8,N1,BinhDinh
BD1214355,,8.8,6.0,7.5,7.0,5.25,,,,,,5.8,N1,BinhDinh
BD1214356,,5.0,6.0,,,,6.0,6.75,8.25,,,3.8,N1,BinhDinh
BD1214357,,8.0,5.75,7.75,6.25,5.0,,,,,,7.6,N1,BinhDinh
BD1214358,,4.2,5.0,,,,3.25,7.0,7.5,,,1.8,N1,BinhDinh
BD1214359,,5.4,5.25,,,,4.25,6.75,8.0,,,6.4,N1,BinhDinh
BD1214360,,4.6,5.25,,,,4.0,5.25,8.75,,,4.0,N1,BinhDinh
BD1214361,,4.2,5.75,,,,5.0,5.5,8.0,,,5.0,N1,BinhDinh
BD1214362,,6.2,6.0,5.0,6.0,4.75,,,,,,5.4,N1,BinhDinh
BD1214363,,7.2,7.0,3.0,3.75,5.5,3.5,6.5,7.75,,,4.4,N1,BinhDinh
BD1214364,,6.6,6.75,5.25,4.5,4.25,,,,,,2.8,N1,BinhDinh
BD1214365,,8.6,4.75,7.75,6.75,2.75,4.25,7.25,7.25,,,4.4,N1,BinhDinh
BD1214366,,6.8,6.0,,,,5.75,6.75,8.5,,,6.8,N1,BinhDinh
BD1214367,,7.6,7.0,,,,3.25,6.5,8.0,,,4.8,N1,BinhDinh
BD1214368,,6.2,5.5,2.25,4.0,4.25,4.0,5.25,7.5,,,4.0,N1,BinhDinh
